productid,locationid,calendarid,productcategoryid,startdate,enddate,divisionid,unitcost_sum,unitcost_count,initunitprice_sum,initunitprice_count,initunitvol,initrev,optunitprice_sum,optunitprice_count,optunitvol,optrev
15,3,4,23,2012-11-17,2011-09-22,2,504.99,87,1410.38,36,85,581.69,99.82,85,31,1706.39
15,3,5,43,2012-12-28,2012-10-30,3,464.5,24,1191.11,92,94,1420.21,1499.67,73,67,898.14
15,3,6,16,2011-11-24,2011-11-03,1,966.01,78,1447.0,86,59,702.96,1064.1,81,95,1625.08
15,3,7,84,2011-12-22,2012-08-21,2,418.6,17,377.41,95,11,1060.42,1168.9,87,89,263.99
15,3,8,78,2011-11-16,2011-06-01,1,705.1,36,789.88,88,15,563.44,341.45,32,49,1716.12
15,3,9,63,2012-03-04,2011-10-10,1,595.34,83,1985.75,73,79,1716.34,679.13,15,51,1170.43
15,3,10,39,2011-04-10,2012-05-14,1,20.84,76,1581.9,68,92,1303.56,675.84,77,4,107.94
15,4,1,38,2012-03-06,2012-08-16,1,548.99,75,1898.99,76,28,1792.12,901.99,68,69,673.01
15,4,2,47,2011-01-27,2012-05-25,4,914.73,75,1985.26,55,17,1717.45,1304.57,60,76,1567.91
15,4,3,97,2011-05-21,2011-10-28,1,528.79,24,1266.7,67,77,1080.88,888.46,45,29,1415.61
15,4,4,93,2011-03-04,2012-01-18,1,524.5,92,1634.98,70,13,602.76,974.32,5,72,68.02
15,4,5,87,2011-12-26,2012-04-13,3,259.79,14,1946.47,3,97,482.52,1340.22,54,68,1780.4
15,4,6,4,2012-05-23,2012-03-31,2,317.61,59,1973.22,29,56,656.36,1815.21,79,90,24.84
15,4,7,85,2012-06-15,2011-07-05,3,978.96,78,818.21,17,81,1802.28,527.38,64,63,416.36
15,4,8,79,2011-08-30,2011-05-02,1,2.16,92,1136.69,47,12,578.35,1279.15,24,99,1712.05
15,4,9,55,2012-03-10,2012-09-25,4,216.55,30,823.61,17,100,1230.88,871.8,61,74,854.54
15,4,10,19,2012-12-02,2011-05-02,2,810.72,63,1212.5,42,93,902.02,595.77,73,32,445.69
15,5,1,28,2012-01-19,2012-08-18,2,114.9,7,1069.41,54,17,288.49,421.97,21,76,243.54
15,5,2,74,2012-07-17,2011-02-04,2,206.84,25,1315.71,99,31,1344.22,1230.76,24,60,1062.85
15,5,3,51,2012-02-13,2011-07-07,4,499.59,3,1592.08,93,76,1273.93,1787.47,57,99,97.7
15,5,4,65,2012-05-10,2012-06-11,1,229.82,91,282.83,89,90,1794.0,842.04,89,76,1630.98
15,5,5,10,2012-11-13,2012-06-08,2,870.17,14,1206.04,10,85,457.95,607.57,36,72,1561.13
15,5,6,42,2012-09-10,2012-05-27,1,835.58,46,291.18,85,75,193.85,404.67,74,37,179.63
15,5,7,19,2011-02-10,2011-10-26,2,694.27,60,1238.9,47,24,23.9,408.29,94,76,1642.54
15,5,8,39,2011-04-12,2012-07-23,2,89.15,58,1210.93,85,17,370.19,1939.85,33,81,305.89
15,5,9,17,2011-06-05,2012-12-25,2,574.74,41,512.27,32,46,311.53,1324.32,99,69,498.47
15,5,10,27,2011-10-17,2012-05-20,1,625.05,58,1951.92,32,42,1503.86,809.4,81,75,1730.45
15,6,1,52,2012-06-08,2011-11-08,3,217.39,64,1624.0,56,41,572.15,1161.78,28,97,1404.24
15,6,2,23,2011-01-01,2012-12-08,4,388.23,34,485.2,38,80,1001.76,990.69,99,89,502.57
15,6,3,94,2012-07-21,2012-02-28,1,138.69,40,63.06,87,26,1401.49,1431.56,52,20,1002.04
15,6,4,14,2012-11-17,2011-01-31,3,474.27,19,1948.51,31,95,1188.58,6.86,21,66,181.83
15,6,5,21,2012-09-27,2012-01-17,1,860.71,66,273.24,21,86,570.62,1861.0,53,97,713.97
15,6,6,18,2012-03-01,2011-04-03,1,756.63,36,448.46,66,81,274.11,1189.72,44,48,1459.63
15,6,7,77,2012-07-24,2011-11-17,1,323.0,57,44.74,30,19,1818.79,1666.46,35,73,885.45
15,6,8,29,2012-12-18,2011-10-18,3,727.26,19,51.19,84,27,1383.24,1723.12,5,58,268.95
15,6,9,18,2011-07-09,2011-11-15,3,183.92,70,656.45,68,63,669.83,39.4,67,97,684.04
15,6,10,59,2012-10-06,2012-02-25,3,394.92,63,896.85,49,76,1996.78,888.74,54,17,832.22
15,7,1,83,2012-07-09,2012-09-12,4,575.15,61,1606.52,98,53,715.47,281.83,10,32,922.41
15,7,2,71,2011-03-06,2012-07-02,3,627.89,46,1853.45,81,31,1400.48,116.11,65,46,78.75
15,7,3,11,2011-02-01,2011-02-10,2,866.12,83,300.46,100,84,1958.48,867.54,45,93,626.61
15,7,4,72,2011-03-01,2011-09-12,2,928.5,82,1759.68,36,37,259.82,926.3,27,48,781.79
15,7,5,46,2012-02-09,2011-03-19,4,220.23,90,1921.83,7,26,715.06,583.79,61,24,948.35
15,7,6,65,2011-07-31,2012-08-24,1,864.89,91,1825.38,1,12,1062.17,334.65,86,18,1511.98
15,7,7,61,2012-03-21,2011-05-17,3,619.04,31,1406.16,76,48,1947.09,1570.92,61,45,644.48
15,7,8,12,2011-01-01,2012-03-26,3,576.06,57,1206.39,79,2,729.48,1043.09,70,31,1924.71
15,7,9,54,2011-03-16,2012-07-31,2,918.08,55,1863.21,27,70,865.71,952.31,57,55,1925.09
15,7,10,34,2012-03-21,2012-02-28,4,234.38,26,1446.29,19,66,1895.89,1306.12,90,82,1606.5
15,8,1,97,2012-03-09,2011-10-18,1,173.3,24,274.23,48,63,1994.85,201.87,18,57,410.6
15,8,2,35,2012-12-22,2012-03-04,1,650.48,43,814.12,35,80,212.02,281.85,66,57,1239.58
15,8,3,93,2012-03-21,2011-01-13,3,932.61,71,1488.95,100,99,27.07,1165.51,52,40,397.45
15,8,4,72,2011-02-11,2011-12-30,2,63.09,41,591.28,75,77,254.03,955.96,68,78,1732.38
15,8,5,33,2011-12-15,2011-04-09,4,135.29,74,1256.11,16,35,558.93,1659.94,47,70,1432.46
15,8,6,11,2011-11-25,2011-05-08,2,886.46,76,1990.99,90,40,213.02,762.79,17,47,130.75
15,8,7,58,2011-12-17,2012-11-21,4,260.27,67,1940.17,31,28,482.2,1431.01,51,61,1910.46
15,8,8,41,2012-02-09,2012-06-16,2,576.77,3,1440.03,14,83,19.8,126.07,52,12,485.39
15,8,9,18,2011-06-12,2012-12-17,1,203.86,21,662.57,76,41,1120.55,1314.58,52,50,1746.42
15,8,10,25,2012-01-27,2012-06-30,3,929.47,78,514.53,21,65,378.05,586.55,91,55,1910.97
15,9,1,64,2012-06-03,2012-01-16,3,951.5,85,1591.89,31,51,121.69,1188.49,57,75,874.56
15,9,2,61,2011-05-28,2011-06-06,1,505.14,36,1853.17,49,80,1988.78,386.63,96,45,115.23
15,9,3,27,2011-11-10,2011-07-25,2,709.86,52,1089.82,54,73,48.47,660.09,46,62,1693.28
15,9,4,12,2012-08-31,2012-10-29,2,150.5,12,1172.67,14,77,80.31,1197.85,80,62,1892.72
15,9,5,27,2011-12-24,2011-09-14,4,310.94,80,208.24,29,48,1705.33,6.36,27,31,1671.62
15,9,6,9,2011-04-28,2012-11-19,2,438.29,61,431.64,32,87,427.37,1593.65,65,23,22.38
15,9,7,40,2011-07-24,2012-06-10,2,47.71,68,1831.82,87,75,1528.98,1537.42,21,63,1929.02
15,9,8,91,2011-05-17,2012-07-14,3,457.9,66,1332.54,67,12,1435.68,969.45,17,57,167.28
15,9,9,11,2011-08-08,2011-10-27,1,539.98,46,311.04,94,69,1951.24,1871.55,66,90,1731.0
15,9,10,31,2011-07-20,2011-05-21,4,100.89,81,1069.34,98,76,643.86,209.9,58,64,9.17
15,10,1,36,2012-07-15,2012-07-18,2,973.72,100,1181.76,90,61,971.43,1838.18,83,11,378.67
15,10,2,91,2012-07-27,2011-07-13,4,778.15,97,1920.06,79,63,24.7,487.03,58,8,936.87
15,10,3,93,2011-09-12,2011-06-15,4,776.68,2,1978.8,27,2,1392.28,66.37,50,36,1533.19
15,10,4,93,2011-04-15,2012-05-03,4,176.94,16,423.99,62,23,1660.76,1875.68,52,91,1561.78
15,10,5,52,2012-06-25,2011-10-23,1,678.15,18,1820.18,29,60,1276.51,333.7,51,20,364.94
15,10,6,60,2012-08-25,2011-11-30,4,399.21,14,1842.67,50,12,1747.12,1036.76,92,92,922.66
15,10,7,69,2012-03-19,2012-09-28,1,814.3,19,1121.73,77,54,1776.15,1067.44,38,57,775.82
15,10,8,64,2012-06-23,2012-12-21,4,233.62,52,270.18,82,83,27.72,1697.98,24,1,1026.61
15,10,9,71,2011-05-28,2012-01-30,1,627.26,85,1355.47,83,2,222.51,1470.02,66,17,1096.64
15,10,10,99,2012-10-10,2011-05-31,4,395.6,61,1770.02,68,82,881.1,1144.12,86,91,380.29
16,1,1,14,2011-06-07,2012-12-31,3,946.21,95,1690.86,56,22,617.19,648.4,43,79,1507.86
16,1,2,79,2012-03-21,2011-10-30,4,243.82,15,1071.27,31,30,745.36,621.62,15,20,75.65
16,1,3,87,2011-05-28,2011-01-14,3,418.49,18,1547.17,14,19,1414.07,1423.42,70,80,948.51
16,1,4,30,2012-09-18,2011-06-09,4,310.2,51,328.09,84,14,746.93,48.89,94,53,1275.49
16,1,5,60,2012-11-30,2011-05-10,3,640.21,14,1931.81,59,96,748.07,1312.02,66,5,136.44
16,1,6,37,2012-08-24,2012-01-10,1,130.19,19,1107.95,36,38,893.92,474.78,39,58,424.31
16,1,7,53,2012-02-05,2011-04-11,2,205.89,26,759.81,47,69,581.41,621.12,83,71,26.65
16,1,8,81,2011-05-11,2011-01-18,1,938.54,52,1847.4,50,21,801.79,1870.8,35,4,451.27
16,1,9,79,2012-10-08,2011-06-16,1,986.68,78,1961.87,38,42,875.6,208.9,47,58,156.71
16,1,10,29,2012-04-01,2011-11-21,4,679.23,51,1746.05,69,77,1560.53,1487.05,15,12,809.81
16,2,1,98,2011-10-12,2012-03-03,4,314.16,4,108.59,73,97,474.21,1578.88,14,36,1434.25
16,2,2,78,2012-02-13,2011-04-13,2,941.47,34,1511.11,19,94,224.79,203.66,96,50,156.78
16,2,3,97,2012-06-01,2011-06-07,4,69.37,61,254.06,13,61,591.4,1590.4,15,69,958.04
16,2,4,59,2012-02-11,2012-12-13,1,376.48,74,997.97,27,34,1525.61,1651.89,32,96,1693.89
16,2,5,72,2011-04-25,2012-06-25,3,534.67,82,657.97,74,76,1152.68,1157.82,53,99,675.68
16,2,6,85,2012-06-21,2012-02-18,4,92.12,23,1127.1,42,90,798.39,230.15,7,13,1513.75
16,2,7,23,2011-01-05,2012-07-07,1,178.71,17,1578.48,70,88,182.9,442.6,76,84,782.31
16,2,8,39,2012-07-26,2012-09-04,1,165.62,51,1371.89,12,74,636.58,587.85,78,64,1841.49
16,2,9,73,2012-04-17,2011-10-27,1,790.67,65,1162.77,61,86,538.64,504.84,63,81,646.19
16,2,10,84,2012-12-08,2012-03-22,4,129.96,11,1770.78,17,4,335.56,616.88,33,58,1203.04
16,3,1,70,2012-02-15,2012-12-21,3,52.85,52,512.98,65,51,1047.26,594.17,47,51,1322.32
16,3,2,62,2011-02-21,2011-08-04,3,746.5,24,1335.31,83,9,1145.64,962.08,94,88,1395.57
16,3,3,6,2012-12-08,2012-10-09,1,452.11,35,599.54,56,59,1038.05,508.0,19,78,1448.62
16,3,4,76,2011-12-11,2011-05-25,3,498.65,17,815.39,74,31,396.97,336.62,43,78,1310.86
16,3,5,63,2011-01-23,2011-04-29,1,442.94,72,769.89,79,68,469.81,1893.37,68,23,1838.73
16,3,6,56,2011-11-27,2012-03-31,2,208.51,83,795.29,68,20,1000.69,516.55,22,34,356.38
16,3,7,84,2011-02-21,2011-06-03,4,710.92,77,110.2,19,39,1227.8,773.18,55,76,754.69
16,3,8,45,2011-10-11,2011-04-03,2,768.07,81,872.74,53,24,65.27,161.15,45,34,656.88
16,3,9,1,2012-08-16,2011-10-06,2,826.0,9,798.95,71,2,708.53,357.85,40,77,1676.71
16,3,10,7,2011-10-09,2011-11-02,3,880.32,35,304.9,32,90,1878.91,520.51,12,33,1902.05
16,4,1,36,2012-12-28,2011-12-18,1,805.86,65,1033.49,3,17,605.91,324.99,82,94,1302.92
16,4,2,69,2011-06-05,2012-05-28,3,210.84,78,65.66,91,38,218.91,851.59,43,4,715.15
16,4,3,68,2012-10-22,2011-09-22,2,804.34,92,1829.91,75,21,384.97,844.23,62,90,1765.2
16,4,4,7,2011-09-18,2012-11-21,2,867.35,71,359.27,9,73,425.5,710.98,20,69,1352.35
16,4,5,58,2012-03-05,2011-10-07,3,154.32,70,532.88,99,74,1169.12,1253.3,80,85,981.04
16,4,6,54,2011-01-02,2011-08-21,4,574.01,68,1525.84,45,12,706.02,1939.9,6,65,222.35
16,4,7,29,2011-12-24,2011-04-16,1,237.35,35,522.16,89,15,185.31,409.3,59,32,26.0
16,4,8,63,2012-09-15,2011-08-13,4,498.78,99,1625.1,23,96,274.22,1425.18,17,14,1508.9
16,4,9,73,2011-06-30,2011-11-20,4,722.53,11,259.8,16,73,424.89,962.0,92,51,330.93
16,4,10,44,2011-04-12,2011-04-08,4,714.15,83,1433.26,64,41,1992.78,328.7,88,79,978.97
16,5,1,13,2012-03-12,2011-01-28,3,396.79,80,990.76,9,72,597.96,1258.94,53,95,1992.33
16,5,2,33,2011-11-11,2011-05-29,2,572.07,32,1930.55,13,34,416.47,1356.96,49,95,1301.28
16,5,3,31,2012-12-01,2012-11-09,3,335.97,6,607.84,30,4,1246.54,134.07,2,5,1852.69
16,5,4,21,2012-07-19,2011-01-07,3,80.32,78,699.46,61,57,1294.72,1954.81,24,42,1731.85
16,5,5,68,2011-10-06,2011-03-30,3,708.21,4,857.89,33,58,1095.02,1336.28,61,48,576.49
16,5,6,47,2011-08-08,2012-07-06,2,633.27,33,478.35,55,82,391.8,1647.31,31,78,1464.67
16,5,7,74,2012-09-08,2012-04-11,3,103.19,46,792.32,71,79,70.62,1464.14,42,53,159.05
16,5,8,7,2011-04-21,2011-08-05,1,606.19,55,1131.47,13,38,935.13,1886.76,59,60,1548.76
16,5,9,89,2011-10-22,2012-02-07,4,596.32,42,625.75,27,39,1043.25,812.53,46,96,1360.19
16,5,10,39,2012-06-12,2011-01-15,4,17.47,19,1389.1,52,23,485.34,1300.52,87,4,274.47
16,6,1,79,2012-10-05,2012-11-29,4,90.75,36,1223.05,62,92,166.93,439.5,76,93,1855.91
16,6,2,60,2012-12-05,2012-12-23,4,204.7,4,1276.79,76,30,746.09,1348.36,5,85,1516.57
16,6,3,59,2011-08-09,2011-03-18,4,320.36,83,806.92,38,18,1742.35,872.76,71,1,1995.96
16,6,4,31,2011-01-07,2012-01-15,2,73.98,61,231.25,56,69,599.57,1015.45,22,30,249.79
16,6,5,49,2011-03-12,2011-01-07,2,29.04,20,414.4,72,93,308.14,1520.43,46,19,889.52
16,6,6,31,2011-08-29,2012-09-23,1,412.72,9,1999.01,76,50,1565.65,1193.89,52,48,1485.52
16,6,7,22,2012-02-22,2012-01-11,1,179.87,98,1142.73,62,40,1958.38,1483.29,15,97,727.21
16,6,8,52,2011-03-18,2012-09-22,3,290.26,64,1419.87,13,82,139.56,1694.83,62,55,842.02
16,6,9,11,2011-09-20,2011-03-23,2,249.54,35,823.6,76,98,913.07,979.27,63,16,1379.56
16,6,10,97,2012-10-11,2011-09-24,3,689.56,79,1853.59,10,42,1207.37,582.27,59,61,1506.21
16,7,1,84,2012-03-30,2011-11-07,1,394.0,64,351.45,53,67,487.33,1153.56,76,34,1743.6
16,7,2,8,2011-01-31,2011-09-12,2,222.25,24,1739.87,11,51,978.94,232.29,70,57,1001.9
16,7,3,11,2011-10-12,2011-09-19,2,535.24,93,626.68,73,14,295.04,608.99,96,82,785.23
16,7,4,23,2012-11-29,2012-01-11,3,173.87,96,49.59,37,75,1581.93,1277.37,3,31,1359.18
16,7,5,96,2011-09-20,2011-05-23,1,223.08,6,253.82,53,45,472.74,6.82,1,95,664.43
16,7,6,15,2011-05-29,2011-03-02,1,678.59,37,1765.45,58,95,1832.34,1639.56,36,89,1424.98
16,7,7,69,2012-11-25,2012-11-18,3,259.38,48,192.53,46,88,380.23,943.94,31,52,1383.09
16,7,8,37,2011-11-05,2012-05-26,4,229.13,11,382.86,63,93,497.85,900.0,76,74,1137.37
16,7,9,20,2011-03-21,2011-07-27,1,335.32,62,1646.1,70,19,1988.3,1949.69,89,87,1896.3
16,7,10,11,2011-12-15,2011-02-15,2,844.6,27,1038.25,38,30,1602.51,873.87,15,47,950.68
16,8,1,96,2012-06-07,2012-10-11,4,762.76,75,1652.86,92,53,1708.48,1654.69,89,6,1959.55
16,8,2,97,2012-08-26,2011-01-27,1,240.79,57,888.65,24,11,366.77,1880.41,67,83,360.83
16,8,3,21,2011-01-21,2011-01-08,2,466.85,36,881.28,4,16,1592.0,1363.62,83,76,1671.94
16,8,4,60,2012-08-08,2011-06-30,3,328.81,36,916.9,89,57,1501.96,1095.93,83,88,893.83
16,8,5,34,2011-08-14,2012-06-26,1,610.47,82,1088.01,51,4,1027.91,488.32,42,82,1089.31
16,8,6,29,2012-06-25,2011-08-21,3,535.56,19,1347.54,56,86,335.54,530.99,84,86,1784.35
16,8,7,60,2011-06-21,2012-12-22,1,558.89,17,1694.27,23,85,1163.49,1895.62,77,62,1229.95
16,8,8,9,2011-07-27,2012-07-16,3,525.25,97,657.45,100,59,1085.32,1650.39,88,24,393.67
16,8,9,14,2011-06-10,2012-12-14,4,411.27,39,1199.79,55,18,1885.84,1272.98,4,64,1099.38
16,8,10,44,2012-05-08,2011-06-04,1,426.81,57,1209.8,86,98,118.93,1127.9,65,82,955.82
16,9,1,20,2012-12-11,2011-08-10,1,589.53,44,1008.45,36,71,114.16,1362.99,62,45,1440.47
16,9,2,35,2012-02-10,2012-07-28,4,587.19,13,1425.17,10,48,1958.73,1350.09,34,3,1396.96
16,9,3,16,2011-11-13,2012-11-17,2,644.59,87,1609.74,97,51,1486.03,508.32,78,10,1482.58
16,9,4,80,2012-05-16,2011-03-07,2,225.36,69,1899.28,77,4,905.25,1638.57,19,39,857.41
16,9,5,53,2012-04-16,2012-12-11,3,721.28,12,3.48,35,61,1026.09,1077.42,2,84,1257.2
16,9,6,63,2012-03-18,2012-11-21,1,593.49,10,145.96,50,38,1038.67,1805.71,28,90,1065.76
16,9,7,48,2012-10-04,2011-07-23,2,887.58,2,1594.32,52,36,848.67,455.2,67,24,947.08
16,9,8,67,2012-11-15,2011-07-19,4,357.53,88,1248.05,32,79,558.84,901.06,21,58,1096.18
16,9,9,49,2011-04-05,2011-08-29,4,224.7,60,1490.83,21,81,1054.91,1993.64,4,40,731.13
16,9,10,55,2011-07-11,2012-07-15,2,461.03,13,1881.98,93,84,1919.5,1234.75,51,8,287.17
16,10,1,39,2012-12-02,2011-07-09,1,519.9,25,1040.97,4,78,1628.21,1178.16,85,42,1223.03
16,10,2,46,2011-12-08,2011-07-19,2,657.32,95,707.05,13,23,558.88,1453.53,26,73,774.24
16,10,3,88,2012-05-16,2011-09-01,4,557.85,24,535.01,62,62,141.65,1838.43,76,25,540.65
16,10,4,65,2012-02-17,2011-07-06,4,629.91,25,440.52,61,79,395.14,47.89,83,53,1335.23
16,10,5,76,2012-09-13,2012-06-27,1,648.93,59,34.14,71,80,1010.92,238.94,7,1,1783.8
16,10,6,40,2011-06-21,2011-04-20,3,689.39,34,792.8,31,58,1991.44,663.68,84,58,745.6
16,10,7,19,2012-12-29,2011-03-07,1,140.18,14,1475.95,68,86,1582.58,1918.55,89,50,1696.1
16,10,8,35,2012-12-29,2011-03-25,3,557.66,37,120.49,10,42,455.74,490.15,12,79,1258.0
16,10,9,66,2012-07-16,2011-08-11,1,73.84,32,1671.46,51,1,744.0,334.26,51,91,48.11
16,10,10,25,2012-03-07,2012-09-02,2,255.36,100,1665.36,21,35,1045.01,1396.03,55,34,1592.7
17,1,1,53,2011-09-13,2012-10-12,2,118.7,50,222.36,33,38,1026.93,1790.5,7,73,59.3
17,1,2,24,2012-12-24,2012-06-27,4,694.1,77,1200.2,70,87,1593.64,504.6,94,45,1607.5
17,1,3,70,2011-02-24,2012-02-23,1,289.87,46,1889.14,49,24,1915.68,686.08,91,43,1148.49
17,1,4,42,2012-02-01,2011-03-12,1,304.29,55,707.88,7,71,1226.31,131.73,14,38,513.45
17,1,5,27,2011-03-26,2012-03-16,1,773.11,66,1387.09,50,31,844.76,1945.51,37,40,148.87
17,1,6,15,2011-11-18,2012-01-27,1,810.05,61,162.55,30,28,1317.89,238.94,2,17,613.89
17,1,7,10,2012-07-08,2012-05-16,3,266.91,36,1569.66,86,50,1404.08,1312.06,44,16,909.17
17,1,8,80,2012-10-29,2012-02-11,1,769.5,51,1597.77,25,16,435.82,1941.69,29,1,52.94
17,1,9,1,2011-02-17,2012-11-22,4,69.0,68,394.23,80,25,312.99,1965.77,81,56,1364.46
17,1,10,14,2012-07-11,2011-08-29,2,492.61,19,8.98,19,80,1452.49,466.23,34,39,155.91
17,2,1,48,2012-03-01,2011-11-08,2,434.76,99,1652.53,29,81,186.12,523.0,56,95,1622.71
17,2,2,20,2012-09-10,2012-12-12,4,926.05,62,16.6,16,53,1893.62,213.08,1,53,1651.34
17,2,3,52,2011-03-18,2011-09-12,4,467.75,6,1817.8,26,80,45.56,1344.4,67,42,1252.38
17,2,4,77,2012-10-20,2011-03-19,1,938.22,36,438.8,67,20,288.07,1466.4,75,25,975.82
17,2,5,94,2011-04-14,2011-08-01,1,202.27,53,906.02,45,97,1022.23,1716.57,20,18,554.96
17,2,6,15,2011-10-22,2012-11-06,3,116.54,85,1974.2,54,13,485.39,1646.43,18,71,1078.36
17,2,7,84,2011-01-07,2012-10-28,1,76.98,16,450.07,3,76,774.46,1129.07,9,19,1496.86
17,2,8,11,2012-10-16,2012-12-12,1,685.36,81,1683.78,11,75,1976.14,1268.77,55,88,1958.24
17,2,9,98,2011-11-16,2012-08-12,3,705.97,21,165.53,11,72,225.5,1235.74,85,66,1099.3
17,2,10,50,2012-07-08,2011-10-30,3,267.97,70,233.96,78,23,1251.25,787.86,34,56,1248.46
17,3,1,48,2011-07-27,2012-04-22,4,711.91,19,1648.57,91,40,1179.33,685.63,84,10,1583.16
17,3,2,87,2011-02-21,2011-11-23,3,456.51,85,1598.85,97,75,510.71,977.18,70,96,693.89
17,3,3,28,2012-05-13,2011-07-30,2,97.98,41,880.2,43,49,946.91,278.34,91,55,84.35
17,3,4,4,2012-01-26,2011-02-10,3,764.94,87,1274.38,54,94,1751.77,1161.86,95,22,626.92
17,3,5,37,2012-10-03,2011-10-13,4,486.29,85,1125.72,62,72,1938.89,1974.26,96,28,1921.66
17,3,6,51,2011-01-14,2012-08-03,2,633.97,63,1090.39,11,70,515.78,1678.81,57,59,429.66
17,3,7,17,2011-08-06,2012-05-24,4,117.96,63,1492.31,21,34,847.75,1930.73,5,5,1981.67
17,3,8,65,2011-11-25,2012-06-28,1,486.56,12,700.32,16,65,291.77,1544.17,94,79,354.44
17,3,9,40,2012-07-04,2012-11-15,3,41.88,19,1445.66,93,97,2.41,596.28,26,33,213.1
17,3,10,6,2012-09-14,2012-08-28,3,854.65,53,488.05,52,97,994.07,934.57,5,67,1636.15
17,4,1,7,2011-03-04,2012-05-04,4,945.34,26,1153.75,45,94,1544.5,1566.43,7,41,286.77
17,4,2,75,2012-12-24,2011-07-10,4,190.44,49,1516.99,6,67,1395.98,344.44,59,37,1321.65
17,4,3,8,2011-08-01,2011-01-08,3,451.66,66,1724.63,82,12,662.42,1905.94,32,64,1478.1
17,4,4,27,2012-12-21,2012-10-12,4,61.75,43,485.22,56,11,1028.21,1884.6,66,38,693.56
17,4,5,68,2012-05-26,2011-05-31,4,81.85,41,1878.61,75,79,1684.94,1401.63,9,44,1144.93
17,4,6,44,2012-08-31,2012-10-11,1,908.71,31,1161.26,14,84,595.73,771.31,97,91,39.09
17,4,7,6,2011-12-16,2012-02-16,3,887.79,9,1881.82,4,18,1593.26,536.94,42,12,352.6
17,4,8,80,2011-11-10,2011-09-04,4,894.43,2,376.76,85,83,1383.58,492.12,66,38,126.04
17,4,9,71,2012-07-13,2012-11-24,3,89.29,47,1439.24,29,57,19.08,408.53,63,50,1225.15
17,4,10,58,2012-04-19,2011-12-13,3,254.34,49,871.8,94,87,1064.99,391.3,52,1,1314.48
17,5,1,85,2012-06-13,2012-12-31,3,204.62,75,982.34,41,25,1990.24,919.82,95,26,1504.86
17,5,2,73,2011-03-05,2011-07-18,1,333.97,54,1924.53,40,67,172.99,1735.51,37,88,1349.5
17,5,3,60,2012-09-24,2012-02-07,2,249.34,55,1199.85,73,25,146.42,42.17,9,39,1954.66
17,5,4,84,2011-08-21,2011-02-28,4,221.3,97,482.17,81,8,834.74,1221.72,29,6,1886.35
17,5,5,47,2012-11-01,2012-06-12,1,844.94,15,111.83,87,85,259.42,1110.68,79,23,1964.61
17,5,6,19,2012-01-29,2011-06-15,1,766.53,26,100.01,58,19,44.95,900.19,55,94,1925.86
17,5,7,84,2012-11-26,2012-07-10,4,322.38,5,612.49,85,52,1356.79,256.59,40,53,217.47
17,5,8,85,2011-06-01,2011-06-04,1,794.89,8,1464.47,10,85,987.33,1950.58,69,91,1949.86
17,5,9,9,2012-03-26,2012-03-19,2,460.83,62,700.65,28,13,718.37,1912.44,90,77,1393.62
17,5,10,80,2012-08-12,2012-02-04,3,121.87,15,987.89,48,83,1300.56,1624.7,12,82,678.52
17,6,1,19,2012-01-30,2011-10-06,2,840.56,12,1307.61,26,70,714.55,372.46,34,62,139.97
17,6,2,32,2012-05-12,2012-08-21,2,395.45,5,1482.84,99,13,1942.5,618.32,34,89,1185.25
17,6,3,46,2011-06-14,2012-04-13,3,677.17,18,723.09,4,80,1488.59,951.54,32,46,1981.49
17,6,4,49,2012-02-25,2012-02-19,4,728.94,99,386.66,4,48,1980.57,533.37,67,12,1014.94
17,6,5,94,2012-05-05,2012-05-02,2,737.29,10,728.39,97,72,740.41,124.18,66,66,740.06
17,6,6,45,2012-03-08,2012-04-28,4,419.88,52,1424.58,19,78,812.96,1096.43,88,43,951.61
17,6,7,8,2011-06-06,2011-01-27,2,86.19,46,186.23,52,45,712.7,90.34,76,61,1709.76
17,6,8,96,2012-07-10,2012-07-23,1,612.68,93,1475.44,73,53,903.51,121.2,97,64,1176.8
17,6,9,80,2011-07-10,2011-11-14,4,202.87,20,1110.61,44,83,1308.01,869.24,88,67,1605.73
17,6,10,100,2011-08-18,2011-01-25,1,832.37,57,1658.01,40,63,227.29,1659.99,94,21,606.08
17,7,1,49,2012-10-14,2011-01-18,1,223.45,71,583.29,2,31,779.35,1077.39,6,44,1215.5
17,7,2,15,2011-07-27,2012-06-17,3,629.02,14,1491.97,83,12,607.69,464.35,17,55,1576.62
17,7,3,94,2011-07-22,2012-09-01,2,84.96,48,877.43,46,25,1846.98,918.86,95,48,550.03
17,7,4,29,2011-09-13,2011-05-01,1,568.55,56,1159.52,87,18,830.6,259.47,86,47,586.13
17,7,5,16,2011-06-13,2011-03-28,2,427.64,15,1023.98,21,35,1635.27,1634.54,77,40,332.8
17,7,6,50,2011-05-08,2011-09-12,2,746.34,24,246.44,13,89,1427.55,658.23,81,39,663.33
17,7,7,4,2011-12-13,2011-06-03,2,224.29,22,364.51,26,93,1223.85,248.99,63,92,597.11
17,7,8,82,2011-03-05,2012-11-10,4,416.68,94,787.16,90,43,1851.58,1105.98,85,37,185.8
17,7,9,78,2012-12-20,2012-06-12,2,217.93,95,871.63,72,39,1522.26,1787.03,69,19,41.17
17,7,10,39,2011-06-01,2011-03-03,3,327.48,29,1246.66,28,44,1350.76,1489.17,32,40,137.55
17,8,1,71,2011-02-12,2011-09-14,3,950.41,56,1301.89,66,76,1481.69,1783.38,93,87,295.83
